Name,Defected
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/index.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-activate.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/admin-ajax.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/admin-footer.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/admin-functions.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/admin-header.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/admin-post.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/admin.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/async-upload.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/comment.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/custom-background.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/custom-header.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit-attachment-rows.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit-comments.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit-form-advanced.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit-form-comment.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit-link-categories.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit-link-category-form.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit-link-form.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit-post-rows.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit-tag-form.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit-tags.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/edit.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/export.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/gears-manifest.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/import.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/admin.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/bookmark.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-ftp-pure.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-ftp-sockets.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-ftp.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-pclzip.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-wp-filesystem-base.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-wp-filesystem-direct.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-wp-filesystem-ftpext.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-wp-filesystem-ftpsockets.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-wp-filesystem-ssh2.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-wp-importer.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/class-wp-upgrader.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/comment.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/continents-cities.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/dashboard.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/deprecated.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/export.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/file.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/image-edit.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/image.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/import.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/manifest.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/media.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/meta-boxes.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/misc.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/ms-deprecated.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/ms.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/nav-menu.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/plugin-install.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/plugin.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/post.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/schema.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/taxonomy.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/template.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/theme-install.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/theme.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/update-core.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/update.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/upgrade.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/user.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/includes/widgets.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/index-extra.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/index.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/install-helper.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/install.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/js/revisions-js.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/link-add.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/link-category.php,no
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/link-manager.php,yes
/Users/sbicer/Desktop/akademik/wordpress/WordPress-3.0/wp-admin/link-parse-opml.php,no
