Name,Defected
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/index.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/assets/config/config.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/assets/config/database.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/autoload.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/config.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/constants.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/database.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/doctypes.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/hooks.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/mimes.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/routes.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/servers.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/smileys.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/config/user_agents.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/controllers/ajax.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/controllers/installer.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/core/MY_Loader.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/core/MY_Router.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/index.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/arabic/complete_lang.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/arabic/global_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/arabic/index_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/arabic/step_1_lang.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/arabic/step_2_lang.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/arabic/step_3_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/arabic/step_4_lang.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/brazilian/complete_lang.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/brazilian/global_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/brazilian/index_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/brazilian/step_1_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/brazilian/step_2_lang.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/brazilian/step_3_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/brazilian/step_4_lang.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_simplified/complete_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_simplified/global_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_simplified/index_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_simplified/step_1_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_simplified/step_2_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_simplified/step_3_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_simplified/step_4_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_traditional/complete_lang.php,yes
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_traditional/global_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_traditional/index_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_traditional/step_1_lang.php,no
/Users/sbicer/Desktop/akademik/pyrocms/pyrocms-2.2.2/installer/language/chinese_traditional/step_2_lang.php,yes
